ano,mes,dia,HML
2010,4,23,.0003375
2010,4,26,.0019089
2010,4,27,-.0058883
2010,4,28,-.0018227
2010,4,29,-.0021006
2010,4,30,-.0001702
2010,5,3,-.0008656
2010,5,4,-.0030426
2010,5,5,-.0024643
2010,5,6,-.0124857
2010,5,7,-.0139542
2010,5,10,.0125651
2010,5,11,.0020059
2010,5,12,.0120334
2010,5,13,-.0094257
2010,5,14,-.0065774
2010,5,17,-.0165485
2010,5,18,-.0039407
2010,5,19,-.0111126
2010,5,20,.0034143
2010,5,21,-.0007021
2010,5,24,-.002416
2010,5,25,-.0041123
2010,5,26,.0073488
2010,5,27,.012326
2010,5,28,.0059343
2010,5,31,.0052759
2010,6,1,-.0012442
2010,6,2,.003234
2010,6,4,-.0055538
2010,6,7,-.0062282
2010,6,8,.0095373
2010,6,9,-.0029857
2010,6,10,.0012439
2010,6,11,-.0018435
2010,6,14,-.0069672
2010,6,15,.0060665
2010,6,16,.0001167
2010,6,17,-.0049175
2010,6,18,.0007703
2010,6,21,.0049289
2010,6,22,.0000218
2010,6,23,.011749
2010,6,24,.0055126
2010,6,25,-.0031406
2010,6,28,-.0061706
2010,6,29,-.0077226
2010,6,30,.0025421
2010,7,1,-.0015253
2010,7,2,.0030297
2010,7,5,.0000781
2010,7,6,-.0111431
2010,7,7,.0028083
2010,7,8,.0089508
2010,7,12,-.0011495
2010,7,13,-.0100576
2010,7,14,-.000449
2010,7,15,.0045808
2010,7,16,-.0025984
2010,7,19,.0016378
2010,7,20,-.0003603
2010,7,21,.0042694
2010,7,22,.0039528
2010,7,23,.0000747
2010,7,26,.00443
2010,7,27,-.0060012
2010,7,28,.0022552
2010,7,29,-.0086003
2010,7,30,-.0018881
2010,8,2,.0069503
2010,8,3,-.0115485
2010,8,4,-.000465
2010,8,5,.0020602
2010,8,6,.0059723
2010,8,9,.0014913
2010,8,10,-.0037089
2010,8,11,-.0077995
2010,8,12,-.0042871
2010,8,13,.0099243
2010,8,16,-.0032785
2010,8,17,-.0010385
2010,8,18,.0089862
2010,8,19,-.0044641
2010,8,20,-.0092932
2010,8,23,-.000746
2010,8,24,-.0005116
2010,8,25,-.0013144
2010,8,26,-.0034135
2010,8,27,.0087704
2010,8,30,-.0083331
2010,8,31,.0036297
2010,9,1,.0050946
2010,9,2,-.0024157
2010,9,3,-.009367
2010,9,6,-.001095
2010,9,8,.0000131
2010,9,9,.0021498
2010,9,10,-.0025802
2010,9,13,.0005953
2010,9,14,.0023792
2010,9,15,.0015171
2010,9,16,-.0027937
2010,9,17,.0042607
2010,9,20,.0009813
2010,9,21,.0011762
2010,9,22,-.0001697
2010,9,23,-.0066915
2010,9,24,-.0077766
2010,9,27,.0050964
2010,9,28,-.0021682
2010,9,29,-.0096788
2010,9,30,-.0008949
2010,10,1,-.0028128
2010,10,4,-.0049235
2010,10,5,.0024234
2010,10,6,.0015822
2010,10,7,-.0042101
2010,10,8,.0032789
2010,10,11,.0016804
2010,10,13,.0047081
2010,10,14,.0022488
2010,10,15,.00277
2010,10,18,.000589
2010,10,19,-.0090674
2010,10,20,-.0005529
2010,10,21,-.0063826
2010,10,22,.0022543
2010,10,25,-.0080646
2010,10,26,.0063191
2010,10,27,.0024509
2010,10,28,-.0010506
2010,10,29,-.0064067
2010,11,1,.0067556
2010,11,3,.0021312
2010,11,4,.0069877
2010,11,5,-.0017494
2010,11,8,.0072533
2010,11,9,-.0074365
2010,11,10,-.0148663
2010,11,11,-.0015982
2010,11,12,-.0047298
2010,11,16,-.0041322
2010,11,17,.0002792
2010,11,18,-.006934
2010,11,19,-.0005643
2010,11,22,-.0058632
2010,11,23,-.0002674
2010,11,24,.0071888
2010,11,25,-.0012581
2010,11,26,-.0030631
2010,11,29,-.0023343
2010,11,30,.0033168
2010,12,1,.0072472
2010,12,2,-.0011629
2010,12,3,.0141822
2010,12,6,-.0061106
2010,12,7,.0007397
2010,12,8,-.0057431
2010,12,9,.0018113
2010,12,10,.0064649
2010,12,13,.0029724
2010,12,14,.0031598
2010,12,15,.0069206
2010,12,16,.000107
2010,12,17,.0036551
2010,12,20,-.0020077
2010,12,21,-.0022029
2010,12,22,.001406
2010,12,23,.0033507
2010,12,27,.0031048
2010,12,28,.0012281
2010,12,29,-.0040758
2010,12,30,.0001424
2011,1,3,-.0058978
2011,1,4,.0078043
2011,1,5,.0061519
2011,1,6,.0021438
2011,1,7,-.0008808
2011,1,10,-.0061005
2011,1,11,-.0013467
2011,1,12,.0118262
2011,1,13,.0030706
2011,1,14,.0085884
2011,1,17,-.0003953
2011,1,18,-.0014425
2011,1,19,.000868
2011,1,20,.0007621
2011,1,21,.0013521
2011,1,24,.0046096
2011,1,26,-.00455
2011,1,27,.0054718
2011,1,28,.0079972
2011,1,31,.000555
2011,2,1,.0039966
2011,2,2,.0136607
2011,2,3,.008177
2011,2,4,-.0043668
2011,2,7,-.0004457
2011,2,8,7.53e-06
2011,2,9,.0028534
2011,2,10,.0020688
2011,2,11,-.0041077
2011,2,14,-.0006751
2011,2,15,-.0060131
2011,2,16,-.0035024
2011,2,17,.0009935
2011,2,18,-.0018634
2011,2,21,.0017711
2011,2,22,-.005007
2011,2,23,.0013193
2011,2,24,.0009583
2011,2,25,.0004051
2011,2,28,-.0002411
2011,3,1,-.0029529
2011,3,2,.0037772
2011,3,3,.0030518
2011,3,4,-.0007579
2011,3,9,-.0013342
2011,3,10,-.0068727
2011,3,11,.0070678
2011,3,14,-.007233
2011,3,15,-.0006884
2011,3,16,-.0028274
2011,3,17,.0057474
2011,3,18,.0107664
2011,3,21,-.0023054
2011,3,22,-.0012195
2011,3,23,.0060419
2011,3,24,-.0061949
2011,3,25,.0010393
2011,3,28,-.0014198
2011,3,29,.0022313
2011,3,30,-.0011086
2011,3,31,.0041773
2011,4,1,.0049163
2011,4,4,-.0004205
2011,4,5,.0061018
2011,4,6,-.0034474
2011,4,7,-.0025457
2011,4,8,.0008758
2011,4,11,-.0053243
2011,4,12,-.0074257
2011,4,13,-.0042136
2011,4,14,.0005909
2011,4,15,-.0032513
2011,4,18,.0000753
2011,4,19,.0052531
2011,4,20,-.010103
2011,4,25,.0009156
2011,4,26,.0046301
2011,4,27,-.0079487
2011,4,28,-.0053414
2011,4,29,-.0004997
2011,5,2,-.0136981
2011,5,3,.0032748
2011,5,4,.0005957
2011,5,5,-.0051578
2011,5,6,-.0050616
2011,5,9,.0043228
2011,5,10,.0107952
2011,5,11,-.0014026
2011,5,12,.0018692
2011,5,13,-.0107631
2011,5,16,-.004159
2011,5,17,-.0003829
2011,5,18,.0021151
2011,5,19,.0077644
2011,5,20,.0055731
2011,5,23,-.0042848
2011,5,24,.0025279
2011,5,25,.0034354
2011,5,26,.0006438
2011,5,27,-.0033384
2011,5,30,.0040903
2011,5,31,.0016202
2011,6,1,.0007914
2011,6,2,-.0011549
2011,6,3,.0007821
2011,6,6,-.008866
2011,6,7,-.003094
2011,6,8,-.0071775
2011,6,9,.0023974
2011,6,10,.0033579
2011,6,13,.0047739
2011,6,14,-.000682
2011,6,15,-.0050973
2011,6,16,.0026012
2011,6,17,.0087796
2011,6,20,-.0077801
2011,6,21,-.0021145
2011,6,22,-.0056974
2011,6,24,-.0031785
2011,6,27,.0026324
2011,6,28,-.0072338
2011,6,29,.0081841
2011,6,30,.0015603
2011,7,1,-.0086629
2011,7,4,.0011494
2011,7,5,-.0054273
2011,7,6,.0034197
2011,7,7,.006272
2011,7,8,.0012472
2011,7,11,-.0078866
2011,7,12,-.0033329
2011,7,13,.0007314
2011,7,14,-.0040175
2011,7,15,.0071376
2011,7,18,-.0010027
2011,7,19,-.0038095
2011,7,20,.001197
2011,7,21,.0115104
2011,7,22,-.0040057
2011,7,25,.0016911
2011,7,26,-.0065169
2011,7,27,-.0052378
2011,7,28,-.0086045
2011,7,29,.0028718
2011,8,1,-.002439
2011,8,2,-.0062309
2011,8,3,-.0077286
2011,8,4,-.0051947
2011,8,5,.0017269
2011,8,8,-.0039013
2011,8,9,.0008698
2011,8,10,-.0009368
2011,8,11,.0036843
2011,8,12,-.0000245
2011,8,15,.0074674
2011,8,16,-.008083
2011,8,17,.004029
2011,8,18,-.0128839
2011,8,19,-.0056713
2011,8,22,.0007384
2011,8,23,.0002603
2011,8,24,-.0045681
2011,8,25,.0025995
2011,8,26,-.0041145
2011,8,29,.0012842
2011,8,30,-.0044062
2011,8,31,-.0045792
2011,9,1,-.0047071
2011,9,2,-.0046438
2011,9,5,-.0027
2011,9,6,.0027126
2011,9,8,.0012332
2011,9,9,-.0004049
2011,9,12,.0062493
2011,9,13,-.0063448
2011,9,14,.0057747
2011,9,15,.0085237
2011,9,16,.0010149
2011,9,19,.0028041
2011,9,20,-.0053929
2011,9,21,.0032678
2011,9,22,-.0026302
2011,9,23,-.0071522
2011,9,26,-.0085824
2011,9,27,-.0044769
2011,9,28,-.0028054
2011,9,29,.006005
2011,9,30,-.0050272
2011,10,3,-.0004531
2011,10,4,.0057971
2011,10,5,-.0012766
2011,10,6,.0021069
2011,10,7,-.0095513
2011,10,10,.0079115
2011,10,11,.0066525
2011,10,13,.0104978
2011,10,14,.000128
2011,10,17,-.0046348
2011,10,18,.0057496
2011,10,19,-.0111191
2011,10,20,-.0013889
2011,10,21,.0112504
2011,10,24,.0082282
2011,10,25,-.0045729
2011,10,26,.0071463
2011,10,27,.0197553
2011,10,28,-.004759
2011,10,31,.0077117
2011,11,1,-.0072578
2011,11,3,-.0009991
2011,11,4,.0165706
2011,11,7,.0063255
2011,11,8,.0014026
2011,11,9,-.0054319
2011,11,10,.004948
2011,11,11,.0003492
2011,11,14,-.0082996
2011,11,16,-.0029374
2011,11,17,-.0074155
2011,11,18,.0027658
2011,11,21,.0029747
2011,11,22,.0018046
2011,11,23,-.0054911
2011,11,24,.002355
2011,11,25,-.0033018
2011,11,28,-.0019735
2011,11,29,-.00995
2011,11,30,.0077678
2011,12,1,-.0007236
2011,12,2,.0032015
2011,12,5,-.0024323
2011,12,6,-.0018187
2011,12,7,-.0076183
2011,12,8,-.0066781
2011,12,9,.0012428
2011,12,12,-.0004596
2011,12,13,.0072401
2011,12,14,-.0004954
2011,12,15,-.003499
2011,12,16,-.0097269
2011,12,19,-.0092255
2011,12,20,.0075319
2011,12,21,.007585
2011,12,22,.0086303
2011,12,23,.0059425
2011,12,26,-.0002385
2011,12,27,.0014332
2011,12,28,-.0100015
2011,12,29,-.0083073
2012,1,2,.0098695
2012,1,3,.0048063
2012,1,4,.0047797
2012,1,5,-.0014062
2012,1,6,.002903
2012,1,9,-.000255
2012,1,10,.0017148
2012,1,11,-.0043417
2012,1,12,-.0050264
2012,1,13,-.0064189
2012,1,16,.0043832
2012,1,17,-.0013532
2012,1,18,.0039347
2012,1,19,.0003265
2012,1,20,-.0015126
2012,1,23,-.0002895
2012,1,24,-.0000149
2012,1,26,-.0026251
2012,1,27,.0114149
2012,1,30,.0050573
2012,1,31,-.0064836
2012,2,1,-.0004796
2012,2,2,.0082345
2012,2,3,.0014108
2012,2,6,-.0078287
2012,2,7,.0021959
2012,2,8,.0059565
2012,2,9,-.0000423
2012,2,10,-.0092289
2012,2,13,.0036903
2012,2,14,-.0012372
2012,2,15,-.0013979
2012,2,16,.0012152
2012,2,17,-.0014955
2012,2,22,-.0078243
2012,2,23,-.0054022
2012,2,24,-.0097094
2012,2,27,.0005603
2012,2,28,.0090184
2012,2,29,-.0043406
2012,3,1,.0061331
2012,3,2,.0142952
2012,3,5,-.0068787
2012,3,6,-.0107131
2012,3,7,.0051354
2012,3,8,-.0012714
2012,3,9,.0010617
2012,3,12,.0040164
2012,3,13,.0124019
2012,3,14,-.005281
2012,3,15,-.0002545
2012,3,16,.0015773
2012,3,19,.000577
2012,3,20,-.0031141
2012,3,21,-.0003262
2012,3,22,-.0047291
2012,3,23,-.0017892
2012,3,26,-.005806
2012,3,27,-.0104876
2012,3,28,-.0028158
2012,3,29,.0074821
2012,3,30,.0002618
2012,4,2,.0009421
2012,4,3,-.0053455
2012,4,4,-.0026865
2012,4,5,.0008713
2012,4,9,-.0064839
2012,4,10,-.0042894
2012,4,11,-.0051384
2012,4,12,.0037859
2012,4,13,-.0123042
2012,4,16,-.0064477
2012,4,17,.0033039
2012,4,18,.0086068
2012,4,19,.0004608
2012,4,20,-.0068322
2012,4,23,-.0085417
2012,4,24,.0037042
2012,4,25,.0015461
2012,4,26,.0001452
2012,4,27,-.0124328
2012,4,30,-.0027689
2012,5,2,-7.42e-06
2012,5,3,-.0054511
2012,5,4,-.0130363
2012,5,7,.0017675
2012,5,8,-.0058382
2012,5,9,-.0022184
2012,5,10,-.0055145
2012,5,11,-.0012407
2012,5,14,-.008247
2012,5,15,.0034289
2012,5,16,.0026129
2012,5,17,-.0097328
2012,5,18,-.0015419
2012,5,21,-.0018241
2012,5,22,-.0032732
2012,5,23,.0079703
2012,5,24,-.0014454
2012,5,25,-.0029948
2012,5,28,-.0016524
2012,5,29,-.0049922
2012,5,30,-.0088066
2012,5,31,-.0082402
2012,6,1,.0041126
2012,6,4,-.0105776
2012,6,5,-.0039876
2012,6,6,.0030746
2012,6,8,.0080325
2012,6,11,.0006763
2012,6,12,.0034026
2012,6,13,.0072664
2012,6,14,.0019431
2012,6,15,.0072418
2012,6,18,-.0038538
2012,6,19,.001877
2012,6,20,.0033113
2012,6,21,-.0096282
2012,6,22,.0015445
2012,6,25,-.0056511
2012,6,26,.0050878
2012,6,27,.0055888
2012,6,28,.0009556
2012,6,29,.0039662
2012,7,2,-.0096313
2012,7,3,.0090019
2012,7,4,.0040203
2012,7,5,.0020486
2012,7,6,-.00256
2012,7,10,-.0069382
2012,7,11,-.0058162
2012,7,12,.0002246
2012,7,13,.0058603
2012,7,16,-.010932
2012,7,17,.0119215
2012,7,18,.0067002
2012,7,19,.0046443
2012,7,20,-.0079751
2012,7,23,-.0179744
2012,7,24,-.0033075
2012,7,25,-.001219
2012,7,26,.009673
2012,7,27,.0147209
2012,7,30,.0072679
2012,7,31,-.0036367
2012,8,1,.0046394
2012,8,2,-.0041683
2012,8,3,.0180366
2012,8,6,.005386
2012,8,7,-.0062196
2012,8,8,.0067056
2012,8,9,.0006606
2012,8,10,.0126838
2012,8,13,-.0018563
2012,8,14,-.0103875
2012,8,15,.003215
2012,8,16,.0148829
2012,8,17,.0009296
2012,8,20,.002673
2012,8,21,-.0030811
2012,8,22,.0049526
2012,8,23,-.0084802
2012,8,24,.0025109
2012,8,27,-.0095922
2012,8,28,.0049626
2012,8,29,-.010491
2012,8,30,-.0000534
2012,8,31,-.0126874
2012,9,3,.004031
2012,9,4,-.0010325
2012,9,5,.0024194
2012,9,6,.0045852
2012,9,10,-.0046763
2012,9,11,.0074862
2012,9,12,.003564
2012,9,13,.0228845
2012,9,14,-.0025252
2012,9,17,-.008185
2012,9,18,.0017627
2012,9,19,.0002335
2012,9,20,-.0015934
2012,9,21,-.0052713
2012,9,24,.0067124
2012,9,25,.0020933
2012,9,26,-.0018978
2012,9,27,.0024488
2012,9,28,-.0044806
2012,10,1,-.0008093
2012,10,2,-.0045397
2012,10,3,-.0081462
2012,10,4,-.0097149
2012,10,5,.0036128
2012,10,8,-.0006351
2012,10,9,.00112
2012,10,10,-.0009056
2012,10,11,.0101322
2012,10,15,.0011647
2012,10,16,.0054993
2012,10,17,-.004416
2012,10,18,.0024501
2012,10,19,-.0007476
2012,10,22,-.0008776
2012,10,23,-.0091031
2012,10,24,-.0066124
2012,10,25,-.0001333
2012,10,26,-.001789
2012,10,29,-.0015982
2012,10,30,.0010172
2012,10,31,-.0086326
2012,11,1,.0026831
2012,11,5,-.0052596
2012,11,6,.0077592
2012,11,7,-.0040681
2012,11,8,-.0111277
2012,11,9,.0018343
2012,11,12,-.0001262
2012,11,13,.0064738
2012,11,14,-.0112571
2012,11,16,-.0140016
2012,11,19,-.0038838
2012,11,21,.0056521
2012,11,22,.0062591
2012,11,23,.0172057
2012,11,26,.0017969
2012,11,27,-.0018586
2012,11,28,.0060779
2012,11,29,-.0078052
2012,11,30,-.0033245
2012,12,3,.0093379
2012,12,4,-.0068829
2012,12,5,.002864
2012,12,6,-.002484
2012,12,7,.0066672
2012,12,10,-.0027886
2012,12,11,.0002856
2012,12,12,-.0020486
2012,12,13,-.0020321
2012,12,14,.0061579
2012,12,17,-.001387
2012,12,18,.0138043
2012,12,19,.002812
2012,12,20,-.000494
2012,12,21,.0054719
2012,12,26,-.0045064
2012,12,27,-.004028
2012,12,28,.0027188
2013,1,2,.0121141
2013,1,3,.005631
2013,1,4,-.0133289
2013,1,7,.0004706
2013,1,8,-.0002107
2013,1,9,.0010843
2013,1,10,.0072626
2013,1,11,.0023843
2013,1,14,.0064252
2013,1,15,.0071643
2013,1,16,-.0043367
2013,1,17,.0096883
2013,1,18,.0048633
2013,1,21,.0073244
2013,1,22,.000418
2013,1,23,.0076459
2013,1,24,.0030725
2013,1,28,-.0103547
2013,1,29,-.0022554
2013,1,30,-.0033362
2013,1,31,-.0080261
2013,2,1,.0031491
2013,2,4,-.0080964
2013,2,5,.0027062
2013,2,6,-.0082831
2013,2,7,-.0074665
2013,2,8,-.000053
2013,2,13,-.0000709
2013,2,14,-.0069464
2013,2,15,-.0034234
2013,2,18,-.0000336
2013,2,19,.0018394
2013,2,20,-.0127911
2013,2,21,-.0001835
2013,2,22,.0066101
2013,2,25,.0058857
2013,2,26,.0009423
2013,2,27,.0056329
2013,2,28,.0032132
2013,3,1,-.0135094
2013,3,4,.0048282
2013,3,5,-.0099494
2013,3,6,.0128904
2013,3,7,.0176366
2013,3,8,-.0022836
2013,3,11,.0023596
2013,3,12,-.0002168
2013,3,13,-.0105327
2013,3,14,-.0065307
2013,3,15,-.0016968
2013,3,18,.0030682
2013,3,19,-.0128505
2013,3,20,-.004104
2013,3,21,-.001063
2013,3,22,-.0012892
2013,3,25,-.0081663
2013,3,26,.0097188
2013,3,27,-.0045544
2013,3,28,-.0042854
2013,4,1,.0049772
2013,4,2,-.0181898
2013,4,3,.0093346
2013,4,4,.0054433
2013,4,5,.0098773
2013,4,8,-.000852
2013,4,9,-.0022921
2013,4,10,.0036018
2013,4,11,-.0051376
2013,4,12,-.0034493
2013,4,15,-.0163346
2013,4,16,.0022939
2013,4,17,-.020038
2013,4,18,.0048414
2013,4,19,.0016085
2013,4,22,.0050775
2013,4,23,-.0036957
2013,4,24,-.0039598
2013,4,25,.0002032
2013,4,26,-.005935
2013,4,29,.0037607
2013,4,30,-.0028293
2013,5,2,-.0080419
2013,5,3,-.0047386
2013,5,6,-.0050966
2013,5,7,.0048634
2013,5,8,-.0011885
2013,5,9,-.0042682
2013,5,10,-.0047158
2013,5,13,-.0052704
2013,5,14,-.0083769
2013,5,15,-.0067541
2013,5,16,.0051623
2013,5,17,.0048676
2013,5,20,-.002438
2013,5,21,.0085643
2013,5,22,.0032026
2013,5,23,.0090029
2013,5,24,.0049497
2013,5,27,.0048199
2013,5,28,-.0087889
2013,5,29,-.008853
2013,5,31,-.0146142
2013,6,3,.0133446
2013,6,4,.0005391
2013,6,5,-.0078394
2013,6,6,.0045665
2013,6,7,-.0125391
2013,6,10,-.0079016
2013,6,11,-.0149316
2013,6,12,-.001871
2013,6,13,.0203183
2013,6,14,-.0029282
2013,6,17,-.0194666
2013,6,18,.004767
2013,6,19,-.0182198
2013,6,20,.0046506
2013,6,21,-.0159099
2013,6,24,-.0059155
2013,6,25,.0159133
2013,6,26,.0035912
2013,6,27,-.0028966
2013,6,28,-.003211
2013,7,1,.0015437
2013,7,2,-.0131659
2013,7,3,.0004209
2013,7,4,-.002328
2013,7,5,.0027914
2013,7,8,.0060276
2013,7,10,.00481
2013,7,11,.0114232
2013,7,12,-.0153797
2013,7,15,.0191358
2013,7,16,-.0037193
2013,7,17,.007038
2013,7,18,.0113114
2013,7,19,.010949
2013,7,22,.0080851
2013,7,23,.0029378
2013,7,24,-.0065342
2013,7,25,.0083149
2013,7,26,.0027269
2013,7,29,-.0055206
2013,7,30,-.0154919
2013,7,31,-.0020763
2013,8,1,.0124602
2013,8,2,-.010742
2013,8,5,-.0030616
2013,8,6,-.0149947
2013,8,7,-.0004235
2013,8,8,.0196595
2013,8,9,.0074606
2013,8,12,.0086529
2013,8,13,-.0006091
2013,8,14,.0098698
2013,8,15,.0119637
2013,8,16,.0134533
2013,8,19,.012238
2013,8,20,.0061404
2013,8,21,.0047901
2013,8,22,.0040859
2013,8,23,-.0020081
2013,8,26,-.0101925
2013,8,27,-.0054035
2013,8,28,.0082443
2013,8,29,-.0121238
2013,8,30,-.0025419
2013,9,2,.0137259
2013,9,3,.0088842
2013,9,4,.0083763
2013,9,5,.0017059
2013,9,6,-.0025668
2013,9,9,-.0057308
2013,9,10,-.005882
2013,9,11,-.0017803
2013,9,12,-.0019043
2013,9,13,.0032754
2013,9,16,-.0093596
2013,9,17,.0064869
2013,9,18,.0022073
2013,9,19,-.0081552
2013,9,20,-.0010092
2013,9,23,-.0009139
2013,9,24,-.0044445
2013,9,25,-.0016254
2013,9,26,-.0018646
2013,9,27,.0061792
2013,9,30,-.0057146
2013,10,1,.0048513
2013,10,2,.0023932
2013,10,3,-.0047902
2013,10,4,.0004683
2013,10,7,-.0128509
2013,10,8,-.0032281
2013,10,9,-.0026823
2013,10,10,.002689
2013,10,11,.0069834
2013,10,14,.0112636
2013,10,15,-.0009766
2013,10,16,.0024925
2013,10,17,-.0120511
2013,10,18,-.0039863
2013,10,21,.001373
2013,10,22,.0031375
2013,10,23,.0034462
2013,10,24,-.0043853
2013,10,25,-.0117506
2013,10,28,.0015217
2013,10,29,.0070538
2013,10,30,-.0064849
2013,10,31,-.0003613
2013,11,1,.0049756
2013,11,4,-.0022278
2013,11,5,-.0030915
2013,11,6,-.0117898
2013,11,7,-.0055687
2013,11,8,.0006616
2013,11,11,.0041497
2013,11,12,.0059743
2013,11,13,.0082568
2013,11,14,.0068921
2013,11,18,.0074031
2013,11,19,-.0198587
2013,11,21,-.0030435
2013,11,22,.0015067
2013,11,25,-.0057416
2013,11,26,-.0208836
2013,11,27,.0002435
2013,11,28,-.0045739
2013,11,29,.0055338
2013,12,2,-.0089128
2013,12,3,-.0023969
2013,12,4,.0018199
2013,12,5,.0003164
2013,12,6,.009692
2013,12,9,.0025628
2013,12,10,.0025861
2013,12,11,-.003228
2013,12,12,.0039371
2013,12,13,.0019368
2013,12,16,.0022093
2013,12,17,.0055212
2013,12,18,.019662
2013,12,19,.0095791
2013,12,20,-.0110614
2013,12,23,-.0063976
2013,12,26,.0091496
2013,12,27,-.0017088
2013,12,30,.0002615
2014,1,2,-.0191055
2014,1,3,.0380876
2014,1,6,.0138265
2014,1,7,-.0076337
2014,1,8,-.0012478
2014,1,9,-.0057922
2014,1,10,-.0012812
2014,1,13,.0088168
2014,1,14,-.0014554
2014,1,15,.0059548
2014,1,16,-.0015843
2014,1,17,.0063602
2014,1,20,.0009818
2014,1,21,-.0078186
2014,1,22,.0074173
2014,1,23,.0041003
2014,1,24,.0056065
2014,1,27,-.0027629
2014,1,28,.0004422
2014,1,29,-.0046239
2014,1,30,-.0013367
2014,1,31,.0023351
2014,2,3,-.015502
2014,2,4,.0037949
2014,2,5,-.0047422
2014,2,6,.0046607
2014,2,7,-.0004759
2014,2,10,-.0063761
2014,2,11,.0131424
2014,2,12,-.0058666
2014,2,13,-.0052266
2014,2,14,.0007002
2014,2,17,-.0024866
2014,2,18,-.0269077
2014,2,19,.008164
2014,2,20,.0087086
2014,2,21,-.0023879
2014,2,24,-.0026299
2014,2,25,-.0126831
2014,2,26,-.0132242
2014,2,27,.0146633
2014,2,28,-.0056605
2014,3,5,-.0166193
2014,3,6,-.0020899
2014,3,7,-.014425
2014,3,10,-.0134164
2014,3,11,-.0123994
2014,3,12,.0010443
2014,3,13,.0030805
2014,3,14,-.000036
2014,3,17,-.0146626
2014,3,18,.0074851
2014,3,19,.0168472
2014,3,20,.0048591
2014,3,21,-.0018143
2014,3,24,-.0005327
2014,3,25,.0029128
2014,3,26,-.0093357
2014,3,27,.0082511
2014,3,28,.0021606
2014,3,31,.0064103
2014,4,1,-.0014773
2014,4,2,.0091276
2014,4,3,.0014253
2014,4,4,.005492
2014,4,7,.0121555
2014,4,8,-.0107112
2014,4,9,-.0128663
2014,4,10,-.0132361
2014,4,11,-.0060092
2014,4,14,-.0004333
2014,4,15,-.0163551
2014,4,16,.0024658
2014,4,17,.0078749
2014,4,22,.0009201
2014,4,23,.0028434
2014,4,24,.0000389
2014,4,25,-.0067395
2014,4,28,-.008059
2014,4,29,-.0058554
2014,4,30,-.0008911
2014,5,2,.0192628
2014,5,5,-.001818
2014,5,6,-.008152
2014,5,7,.0019372
2014,5,8,-.007461
2014,5,9,-.0016514
2014,5,12,-.0015511
2014,5,13,-.0039799
2014,5,14,.0065549
2014,5,15,.0006118
2014,5,16,-.004109
2014,5,19,-.0006101
2014,5,20,-.0070411
2014,5,21,-.0053039
2014,5,22,.0066217
2014,5,23,.0001397
2014,5,26,.0014586
2014,5,27,.0053923
2014,5,28,.004449
2014,5,29,-.0068466
2014,5,30,-.0082413
2014,6,2,.0015372
2014,6,3,-.0010921
2014,6,4,-.0074215
2014,6,5,-.0016886
2014,6,6,-.00003
2014,6,9,.0070173
2014,6,10,-.0043749
2014,6,11,-.0029587
2014,6,13,-.0015291
2014,6,16,-.0043867
2014,6,17,-.0003029
2014,6,18,.0102669
2014,6,20,-.0065052
2014,6,23,.0051218
2014,6,24,-.0154223
2014,6,25,-.0011738
2014,6,26,.0018125
2014,6,27,-.0048979
2014,6,30,-.0016029
2014,7,1,.0018964
2014,7,2,.008447
2014,7,3,.0002585
2014,7,4,-.0015313
2014,7,7,.0050252
2014,7,8,-.0007632
2014,7,10,-1.61e-06
2014,7,11,.0044237
2014,7,14,-.0009891
2014,7,15,.0074487
2014,7,16,.0075772
2014,7,17,-.0028603
2014,7,18,.0030096
2014,7,21,-.009983
2014,7,22,-.0083891
2014,7,23,.0003997
2014,7,24,.0092622
2014,7,25,-.0084746
2014,7,28,-.0052632
2014,7,29,-.0104113
2014,7,30,.0072995
2014,7,31,.0071226
2014,8,1,-.0012116
2014,8,4,-.0043234
2014,8,5,-.0044637
2014,8,6,.0023344
2014,8,7,-.0017232
2014,8,8,.0005034
2014,8,11,-.0044859
2014,8,12,-.0087816
2014,8,13,-.0055957
2014,8,14,-.0119213
2014,8,15,-.0023071
2014,8,18,-.0044965
2014,8,19,-.0006836
2014,8,20,.0048893
2014,8,21,-.0017043
2014,8,22,.0011169
2014,8,25,-.0011668
2014,8,26,.0031389
2014,8,27,-.0016999
2014,8,28,-.0076643
2014,8,29,-.0046002
2014,9,1,-.0000926
2014,9,2,.010294
2014,9,3,-.0000713
2014,9,4,-.0004885
2014,9,5,-.0053119
2014,9,8,-.0140457
2014,9,9,-.0011393
2014,9,10,-.0018703
2014,9,11,.0047237
2014,9,12,.0041649
2014,9,15,-.0086792
2014,9,16,-.0055684
2014,9,17,-.0017316
2014,9,18,.0073478
2014,9,19,-.0014671
2014,9,22,-.011472
2014,9,23,-.0043844
2014,9,24,-.0136347
2014,9,25,.0075482
2014,9,26,-.0067164
2014,9,29,-.0177458
2014,9,30,-.0129509
2014,10,1,-.0088661
2014,10,2,-.0021314
2014,10,3,-.0061034
2014,10,6,-.0015585
2014,10,7,.0035762
2014,10,8,-.0052261
2014,10,9,-.0129399
2014,10,10,-.0073627
2014,10,13,.0143204
2014,10,14,-.0020052
2014,10,15,.0031268
2014,10,16,-.0086581
2014,10,17,-.0020683
2014,10,20,-.0061842
2014,10,21,-.0120959
2014,10,22,.0020811
2014,10,23,.0075974
2014,10,24,.0065049
2014,10,27,-.0353107
2014,10,28,-.0019315
2014,10,29,-.0106783
2014,10,30,-.0102409
